id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,is_expen,price_range
1471,1144,1,1.657784052,1,0,1,37,0.538963706,148,1,3,157,1955,2706,14,1,13,1,0,0,0,3
1472,1026,1,1.650281301,1,0,1,14,0.027241374,144,8,14,40,1433,3698,18,2,3,1,0,1,0,1
1473,1814,0,0.423704851,1,0,1,20,0.026401906,111,1,4,43,1974,394,7,4,7,1,0,0,1,2
1474,1171,1,1.060291949,0,0,1,27,0.087527446,201,3,7,355,1573,3774,18,1,6,1,0,1,0,0
1475,571,0,0.423800027,1,0,1,20,0.026922448,111,1,4,40,1971,398,7,4,7,1,0,0,1,2
1476,590,0,0.42162332,1,0,1,20,0.026774848,111,1,4,41,1972,398,7,4,7,1,0,0,1,2
1477,1169,0,2.430338388,1,0,1,20,0.072492453,113,8,0,645,669,3412,7,3,15,1,1,1,0,2
1478,1155,1,1.832075571,1,0,1,12,0.083386493,178,7,10,39,1928,1998,16,6,11,1,0,0,0,3
1479,602,0,0.419801148,1,0,1,20,0.027666768,112,1,4,35,1970,389,7,4,7,1,0,0,1,2
1480,596,0,0.421890163,1,0,1,20,0.02680079,111,1,4,41,1972,398,7,4,7,1,0,0,1,2
1481,1160,1,0.411137476,0,0,1,43,0.356442119,147,3,1,1113,646,1996,18,1,8,1,0,1,0,0
1482,1166,1,1.634052012,1,0,1,27,0.06029523,182,7,14,169,1918,3387,7,3,20,1,0,0,0,1
1483,538,0,0.418657918,1,0,1,27,0.07349298,179,7,1,193,1488,1418,7,1,19,1,0,1,0,3
1484,1821,1,2.423502624,1,0,0,53,0.069159247,178,1,14,184,1589,2665,12,6,6,1,0,0,0,2
1485,1026,0,0.491650142,0,0,0,2,0.026759722,143,4,3,977,1509,3489,11,0,12,1,0,1,0,0
1486,1159,0,1.129419426,0,0,1,12,0.54122829,114,8,7,972,1941,1992,10,1,12,1,0,1,0,0
1487,533,1,0.458183948,1,0,0,51,0.096331478,180,2,3,598,1048,3842,11,2,3,1,0,1,0,0
1488,1458,1,1.79420294,0,0,1,36,0.803482633,202,3,1,217,1395,3505,7,1,9,1,0,1,0,3
1489,1026,1,1.11535848,1,0,0,51,0.825989009,146,2,14,152,684,3499,16,3,15,1,0,1,0,3
1490,1207,0,2.566997204,0,0,1,60,0.081419537,113,3,3,151,688,3856,16,4,7,1,0,0,0,0
1491,1166,1,2.378190946,0,1,0,8,0.35595696,177,3,3,951,1043,1458,10,10,18,1,1,1,0,1
1492,1158,1,0.464847544,1,0,0,31,0.813033248,202,6,0,202,1067,1606,7,1,6,1,0,1,0,1
1493,556,1,1.643786148,0,0,0,14,0.073747417,114,8,7,136,1163,1618,9,1,8,1,0,0,0,0
1494,594,0,0.422067642,1,0,1,20,0.026804359,110,1,4,41,1972,398,7,4,7,1,0,0,1,2
1495,526,0,0.424989612,1,0,1,20,0.028310901,182,5,1,51,976,3768,11,3,15,1,1,1,0,3
1496,1026,0,0.477072139,0,0,1,32,0.559692426,148,1,20,599,676,3536,9,3,7,1,0,0,0,1
1497,1174,0,1.818842876,0,0,1,32,0.360233852,144,6,19,626,1804,2708,7,1,15,1,0,1,0,2
1498,1482,0,0.416826826,0,0,1,12,0.076181058,147,8,4,163,1020,3375,17,1,17,1,0,0,0,1
1499,1164,1,2.391768412,0,0,0,27,0.061886205,114,8,3,188,1067,613,11,3,13,1,1,1,0,1
1500,1181,1,2.415790356,0,0,1,2,0.809425324,147,2,11,166,943,3441,16,4,15,1,0,1,0,1
1501,1026,1,0.414545564,1,0,0,31,0.026731516,145,3,10,972,672,1555,17,3,9,1,0,1,0,3
1502,1516,1,2.400235415,0,0,1,27,0.083449928,89,7,9,628,1533,3509,7,5,15,1,0,1,0,0
1503,528,0,0.445135341,0,0,0,13,0.77542095,182,5,1,145,1920,3416,10,0,20,1,1,0,0,0
1504,1145,0,1.844425678,1,0,1,32,0.026958506,175,2,10,227,1111,1981,16,10,13,1,1,1,0,1
1505,1145,1,0.430730477,1,0,0,12,0.789516755,184,7,15,161,1805,1627,10,0,20,1,1,0,0,0
1506,559,0,0.417014891,1,0,1,20,0.026957726,89,1,4,175,1971,393,7,4,7,1,0,0,1,2
1507,542,0,0.415520398,1,0,1,20,0.02726398,89,1,4,166,1966,394,7,4,7,1,0,0,1,2
1508,1821,1,0.457264663,1,0,0,33,0.346880996,147,1,1,53,1517,1422,12,1,6,1,0,0,0,3
1509,1165,1,1.122116908,0,0,1,20,0.343371867,112,1,17,153,1225,483,15,7,6,1,0,1,0,3
1510,597,0,0.422379101,1,0,1,20,0.026380832,111,1,4,42,1973,398,7,4,7,1,0,0,1,2
1511,1142,0,1.137203957,0,6,1,8,0.772054031,182,7,9,168,1929,1982,18,5,6,1,1,1,0,1
1512,1804,0,1.071414893,1,0,0,27,0.026123347,200,3,3,205,1549,3445,14,10,13,1,0,1,0,3
1513,1504,0,0.423133558,0,0,0,12,0.026166467,183,4,3,151,1491,3697,9,3,8,1,1,0,0,2
1514,1026,1,1.240918238,1,1,1,12,0.781256578,114,7,14,163,745,1556,16,3,15,1,0,0,0,1
1515,1026,0,1.036522536,1,1,0,51,0.80275831,146,5,14,167,1111,1992,16,3,15,1,0,1,0,1
1516,1153,0,1.06093631,1,0,1,37,0.548566396,180,5,14,592,1039,2707,7,6,11,1,0,0,0,1
1517,1165,1,0.418667201,1,0,1,12,0.070645652,182,7,4,174,1498,3440,17,7,15,1,1,1,0,3
1518,1179,1,0.419304481,1,0,0,12,0.768189673,183,7,0,166,1805,3385,9,3,8,0,1,0,0,0
1519,603,0,0.423055845,1,0,1,20,0.026250257,111,1,4,43,1972,398,7,4,7,1,0,0,1,2
1520,1175,1,0.443465441,1,0,0,2,0.805238256,144,7,10,232,1507,2667,7,0,15,1,1,1,0,2
1521,596,0,0.425954674,1,0,1,12,0.357209546,174,6,0,168,675,1570,18,5,6,1,0,1,0,1
1522,1790,0,0.434376901,1,0,1,20,0.026775867,111,1,4,197,1948,383,7,4,7,1,0,0,1,2
1523,622,1,1.085634724,1,0,0,32,0.343684886,183,4,7,153,687,1490,7,1,19,1,1,0,0,1
1524,1026,0,2.442878725,1,0,0,8,0.086685894,183,5,20,1618,1031,3826,16,3,3,1,0,1,0,1
1525,1513,0,1.112784653,0,0,1,2,0.758498921,181,4,20,222,1948,3354,18,7,6,1,0,0,0,1
1526,604,0,0.423406028,1,0,1,20,0.026927573,111,1,4,42,1974,399,7,4,7,1,0,0,1,2
1527,1026,1,0.496142129,0,0,1,32,0.359066963,201,1,4,163,1091,2034,15,3,13,1,1,1,0,3
1528,1780,0,0.431769648,0,0,0,32,0.087539718,179,3,4,1092,659,2680,18,1,9,1,1,1,0,1
1529,590,0,0.424478037,1,0,1,20,0.027040818,111,1,4,43,1972,397,7,4,7,1,0,0,1,2
1530,1829,1,1.660113825,1,0,1,57,0.348892557,113,7,0,602,942,3325,17,11,15,1,0,1,0,0
1531,598,0,0.421454954,1,0,1,20,0.025967869,111,1,4,44,1973,397,7,4,7,1,0,0,1,2
1532,1508,0,1.624238629,0,0,1,23,0.027863859,141,3,4,1073,1487,3816,18,1,9,1,0,1,0,3
1533,1817,0,1.817751831,0,0,0,2,0.79129064,201,2,7,159,1807,3393,9,7,20,1,0,0,0,1
1534,551,0,0.417233773,1,0,1,20,0.027118742,113,1,4,182,1973,400,7,4,7,1,0,0,1,2
1535,1806,0,0.459603334,0,0,1,36,0.552501287,177,7,4,627,1016,1629,7,5,15,1,0,1,0,2
1536,593,0,0.421864972,1,0,1,20,0.027081358,111,1,4,40,1973,398,7,4,7,1,0,0,1,2
1537,1185,1,2.394574216,0,0,1,43,0.781683904,178,1,5,211,1934,1992,7,6,7,1,1,1,0,2
1538,584,0,0.421519179,1,0,1,20,0.026710211,177,1,1,223,1479,3411,7,1,9,1,0,1,0,1
1539,1175,1,1.095650114,1,0,1,37,0.026019938,174,1,10,960,1510,1596,7,3,13,1,0,1,0,3
1540,587,0,0.422585887,1,0,1,20,0.026202609,111,1,4,41,1973,398,7,4,7,1,0,0,1,2
1541,1789,0,0.446945209,1,0,1,12,0.063770949,114,4,0,255,1573,3360,10,3,12,1,0,1,0,0
1542,591,0,0.420710868,1,0,1,20,0.027876646,88,1,4,34,1967,394,7,4,7,1,0,0,1,2
1543,599,0,0.422628852,1,0,1,20,0.026875935,111,1,4,42,1973,397,7,4,7,1,0,0,1,2
1544,609,0,0.424252759,1,0,1,20,0.027040231,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
1545,584,0,0.420220116,1,0,1,20,0.028517588,89,1,4,185,1970,400,7,4,7,1,0,0,1,2
1546,1851,0,0.481828709,1,0,1,2,0.770540639,182,4,14,192,1584,3351,17,3,3,1,1,0,0,3
1547,1150,1,0.442613951,0,0,1,2,0.55354261,89,1,1,608,1005,2686,9,2,20,1,1,0,0,1
1548,1173,1,1.044518369,1,0,0,31,0.026374235,144,2,7,983,677,1985,16,1,6,1,0,1,0,3
1549,590,0,0.423588222,1,0,1,20,0.026841356,111,1,4,42,1972,396,7,4,7,1,0,0,1,2
1550,586,0,2.39454058,1,0,1,54,0.350982033,183,1,1,237,1424,3365,7,1,7,1,0,1,0,1
1551,1026,1,1.117405949,1,0,1,12,0.80463874,113,6,2,161,1647,1996,9,7,20,1,0,0,0,2
1552,1026,1,1.624105024,0,1,1,12,0.825002929,114,7,19,164,1721,1645,18,7,6,1,0,0,0,3
1553,1166,1,2.387093778,1,0,1,54,0.347375904,114,4,3,295,950,2084,16,10,15,1,0,1,0,3
1554,583,0,2.384489104,0,0,1,27,0.094098787,143,3,4,959,1008,3774,18,5,9,1,0,1,0,2
1555,571,0,0.420286925,1,0,1,20,0.026585433,111,1,4,168,1974,388,7,4,7,1,0,0,1,2
1556,1146,0,0.426435921,0,0,1,2,0.560765324,182,6,14,179,1805,2702,7,1,7,1,1,1,0,0
1557,593,0,0.421708613,1,0,1,20,0.027110686,111,1,4,40,1971,398,7,4,7,1,0,0,1,2
1558,1026,1,1.047311738,1,0,1,12,0.087372172,202,6,4,180,956,1600,5,7,6,1,0,0,0,2
1559,1026,0,0.502654998,0,0,1,27,0.347491904,202,2,3,984,1045,3825,14,5,11,1,1,1,0,3
1560,1026,1,2.451307995,0,0,1,60,0.071607116,181,1,0,976,1543,3468,10,3,12,1,1,0,0,1
1561,616,0,0.422525274,1,0,1,20,0.025163506,89,1,4,154,1074,447,7,4,15,1,0,0,0,2
1562,1855,0,0.470628498,1,0,1,27,0.079190854,179,1,4,160,1049,1451,15,3,15,1,0,1,0,1
1563,616,0,2.435965122,0,6,0,32,0.346824488,113,3,4,177,650,1505,10,3,6,1,0,1,0,1
1564,1816,1,2.525717531,1,0,0,14,0.02727921,202,8,3,603,924,3347,7,3,6,1,0,1,0,0
1565,1508,0,1.066165901,0,0,0,12,0.368786307,201,1,19,229,1533,3626,10,5,15,1,1,1,0,1
1566,1026,1,1.068730081,0,1,1,16,0.025115757,200,2,9,953,1101,1992,5,6,11,1,1,1,0,3
1567,1786,0,2.508274849,1,0,0,42,0.561469435,147,3,3,648,1392,1601,15,5,9,1,0,1,0,1
1568,1026,1,1.120069665,0,0,1,12,0.788769889,201,4,7,161,1956,3423,10,0,6,1,0,0,0,1
1569,1026,1,1.095944375,0,4,1,49,0.354599326,200,4,3,26,1138,3480,12,7,20,1,0,0,0,1
1570,1171,1,1.050518557,0,0,0,2,0.778272964,182,1,1,233,1924,3442,16,1,20,1,1,0,0,1
1571,1026,0,1.107432028,1,1,1,12,0.795031226,180,1,20,158,1251,443,18,3,11,1,0,0,0,2
1572,1176,1,2.409505776,1,0,0,33,0.79417098,144,8,14,32,1003,1623,16,7,15,1,0,1,0,1
1573,574,0,1.684740388,1,0,1,14,0.028685987,177,4,3,174,946,3374,11,3,6,1,0,0,0,1
1574,1145,1,2.438358059,1,0,0,37,0.083223019,174,1,4,190,1559,1309,12,0,13,1,0,0,0,1
1575,1145,1,0.479145516,0,0,1,51,0.538933322,182,4,10,1597,1916,3630,16,6,6,1,0,1,0,3
1576,1466,0,0.416424758,1,0,1,20,0.027462373,88,1,4,204,1968,388,7,4,7,1,0,0,1,2
1577,1176,1,0.443019565,1,0,0,12,0.758254658,145,1,0,181,988,3493,10,1,6,1,0,0,0,1
1578,591,0,0.423638353,1,0,1,20,0.026992022,111,1,4,41,1973,398,7,4,7,1,0,0,1,2
1579,1159,0,1.048001864,1,3,0,32,0.076101313,198,5,20,988,1067,2687,11,10,11,0,0,0,0,2
1580,1026,1,1.62176022,0,0,1,12,0.797593728,202,4,2,150,1929,3396,10,3,4,1,0,0,0,1
1581,605,0,0.422250443,1,0,1,20,0.027337413,110,1,4,177,1972,398,7,4,7,1,0,0,1,2
1582,1457,0,0.446455516,1,7,1,51,0.336983754,179,4,11,187,1805,3365,14,11,8,1,0,1,0,3
1583,517,1,1.668045213,1,0,0,54,0.369726258,202,7,0,187,1505,3718,7,1,7,1,0,1,0,2
1584,1822,0,0.420140108,1,0,1,20,0.027628795,88,1,4,46,1964,388,7,4,7,1,0,0,1,2
1585,1816,0,0.420549372,1,0,1,33,0.376549239,197,1,7,215,1470,3350,17,2,2,1,0,1,0,0
1586,1174,1,0.428038523,1,0,1,9,0.351863035,182,7,1,169,1935,2688,7,1,20,1,1,0,0,2
1587,1776,0,0.427419061,1,0,0,12,0.814802364,202,8,0,971,1012,1559,11,3,15,1,0,0,0,1
1588,508,1,2.413278682,0,0,0,12,0.566411511,180,6,1,614,1573,1574,11,1,6,0,0,1,0,0
1589,588,0,0.424179865,1,0,1,20,0.027150231,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
1590,1156,0,1.824919135,1,0,1,12,0.556790392,182,6,0,598,1960,2706,9,3,8,1,1,0,0,0
1591,598,0,0.422634863,1,0,1,20,0.027098586,111,1,4,42,1973,398,7,4,7,1,0,0,1,2
1592,601,0,0.417459539,1,0,1,20,0.02774116,89,1,4,166,1971,391,7,4,7,1,0,0,1,2
1593,1166,0,2.42684865,1,0,1,32,0.069801441,138,4,14,965,1556,1990,9,6,2,1,0,1,0,3
1594,1026,1,0.464816571,0,0,0,32,0.807976118,178,5,7,1616,1065,3361,12,1,6,1,0,0,0,1
1595,1841,1,0.426761127,1,0,1,40,0.5593782,201,8,19,339,1064,1626,17,6,6,1,0,1,0,1
1596,1784,0,0.42194723,1,0,1,20,0.027182587,112,1,4,176,1971,388,7,4,7,1,0,0,1,2
1597,598,0,0.47042719,1,0,1,20,0.061979993,89,7,3,1598,1028,3528,7,4,15,1,0,0,0,1
1598,1139,1,2.362931803,1,0,1,27,0.079570364,202,3,9,220,1533,3433,12,5,9,1,1,0,0,1
1599,1834,1,0.456283967,0,0,0,32,0.349434923,114,8,9,48,951,2633,7,0,15,1,0,1,0,1
